Timestamp,Id,PredictedValue,frequency,audioDecibel,frequency_ai,Status,ForecastTime
2026-05-28 16:20:08,4f7fb8c5-75ad-49f5-9b25-529e7fb2a2b2,29.8,24205.0,28.343,24203.0,OK,2026-05-28 16:20:08
2026-05-28 16:20:11,4f7fb8c5-75ad-49f5-9b25-529e7fb2a2b2,29.6,24205.0,28.1068,24187.0,OK,2026-05-28 16:20:11
2026-05-28 16:20:13,4f7fb8c5-75ad-49f5-9b25-529e7fb2a2b2,30.4,24205.0,28.9972,24175.0,OK,2026-05-28 16:20:13
2026-05-28 16:20:17,4f7fb8c5-75ad-49f5-9b25-529e7fb2a2b2,30.1,24205.0,28.922,24159.0,OK,2026-05-28 16:20:17
2026-05-28 16:20:19,4f7fb8c5-75ad-49f5-9b25-529e7fb2a2b2,29.9,24205.0,28.8429,24149.0,OK,2026-05-28 16:20:19
2026-05-28 16:20:23,4f7fb8c5-75ad-49f5-9b25-529e7fb2a2b2,30.1,24205.0,29.2604,24137.0,OK,2026-05-28 16:20:23
2026-05-28 16:20:25,4f7fb8c5-75ad-49f5-9b25-529e7fb2a2b2,29.0,24205.0,28.4139,24131.0,OK,2026-05-28 16:20:25
2026-05-28 16:20:29,4f7fb8c5-75ad-49f5-9b25-529e7fb2a2b2,28.5,24205.0,28.2847,24125.0,OK,2026-05-28 16:20:29
2026-05-28 16:20:33,4f7fb8c5-75ad-49f5-9b25-529e7fb2a2b2,28.5,24205.0,28.7099,24125.0,OK,2026-05-28 16:20:33
2026-05-28 16:20:35,4f7fb8c5-75ad-49f5-9b25-529e7fb2a2b2,28.6,24205.0,28.9941,24127.0,OK,2026-05-28 16:20:35
2026-05-28 16:20:37,4f7fb8c5-75ad-49f5-9b25-529e7fb2a2b2,29.4,24205.0,29.9142,24131.0,OK,2026-05-28 16:20:37
2026-05-28 16:20:39,4f7fb8c5-75ad-49f5-9b25-529e7fb2a2b2,27.5,24205.0,28.2297,24137.0,OK,2026-05-28 16:20:39
2026-05-28 16:20:41,4f7fb8c5-75ad-49f5-9b25-529e7fb2a2b2,26.7,24205.0,27.6942,24143.0,OK,2026-05-28 16:20:41
2026-05-28 16:20:43,4f7fb8c5-75ad-49f5-9b25-529e7fb2a2b2,26.6,24205.0,27.6942,24150.0,OK,2026-05-28 16:20:43
2026-05-28 16:20:47,4f7fb8c5-75ad-49f5-9b25-529e7fb2a2b2,27.3,24205.0,28.5718,24165.0,OK,2026-05-28 16:20:47
2026-05-28 16:20:49,4f7fb8c5-75ad-49f5-9b25-529e7fb2a2b2,27.1,24205.0,28.5043,24177.0,OK,2026-05-28 16:20:49
2026-05-28 16:20:51,4f7fb8c5-75ad-49f5-9b25-529e7fb2a2b2,26.4,24205.0,27.892,24187.0,OK,2026-05-28 16:20:51
2026-05-28 16:20:55,4f7fb8c5-75ad-49f5-9b25-529e7fb2a2b2,26.5,24205.0,28.0022,24205.0,OK,2026-05-28 16:20:55
2026-05-28 16:20:57,4f7fb8c5-75ad-49f5-9b25-529e7fb2a2b2,26.5,24205.0,28.0312,24216.0,OK,2026-05-28 16:20:57
2026-05-28 16:20:59,4f7fb8c5-75ad-49f5-9b25-529e7fb2a2b2,27.4,24205.0,28.8281,24229.0,OK,2026-05-28 16:20:59
2026-05-28 16:21:03,4f7fb8c5-75ad-49f5-9b25-529e7fb2a2b2,28.7,24205.0,29.9435,24246.0,OK,2026-05-28 16:21:03
2026-05-28 16:21:05,4f7fb8c5-75ad-49f5-9b25-529e7fb2a2b2,26.5,24310.0,27.6905,24360.0,OK,2026-05-28 16:21:05
2026-05-28 16:21:07,4f7fb8c5-75ad-49f5-9b25-529e7fb2a2b2,27.7,24205.0,28.6757,24265.0,OK,2026-05-28 16:21:07
2026-05-28 16:21:09,4f7fb8c5-75ad-49f5-9b25-529e7fb2a2b2,27.9,24205.0,28.706,24271.0,OK,2026-05-28 16:21:09
2026-05-28 16:21:11,4f7fb8c5-75ad-49f5-9b25-529e7fb2a2b2,32.2,24205.0,32.8651,24277.0,OK,2026-05-28 16:21:11
2026-05-28 16:21:15,4f7fb8c5-75ad-49f5-9b25-529e7fb2a2b2,28.5,24205.0,28.7944,24283.0,OK,2026-05-28 16:21:15
2026-05-28 16:21:17,4f7fb8c5-75ad-49f5-9b25-529e7fb2a2b2,28.1,24205.0,28.1796,24285.0,OK,2026-05-28 16:21:17
2026-05-28 16:21:21,4f7fb8c5-75ad-49f5-9b25-529e7fb2a2b2,28.9,24205.0,28.6281,24284.0,OK,2026-05-28 16:21:21
2026-05-28 16:21:23,4f7fb8c5-75ad-49f5-9b25-529e7fb2a2b2,31.7,24205.0,31.2221,24280.0,OK,2026-05-28 16:21:23
2026-05-28 16:21:27,4f7fb8c5-75ad-49f5-9b25-529e7fb2a2b2,34.3,24205.0,33.4537,24272.0,OK,2026-05-28 16:21:27
2026-05-28 16:21:29,4f7fb8c5-75ad-49f5-9b25-529e7fb2a2b2,31.1,24205.0,30.123,24264.0,OK,2026-05-28 16:21:29
2026-05-28 16:21:31,4f7fb8c5-75ad-49f5-9b25-529e7fb2a2b2,32.4,24205.0,31.2805,24257.0,OK,2026-05-28 16:21:31
2026-05-28 16:21:34,4f7fb8c5-75ad-49f5-9b25-529e7fb2a2b2,32.2,24205.0,30.8227,24241.0,OK,2026-05-28 16:21:34
2026-05-28 16:21:36,4f7fb8c5-75ad-49f5-9b25-529e7fb2a2b2,32.2,24205.0,30.8001,24232.0,OK,2026-05-28 16:21:36
2026-05-28 16:21:39,4f7fb8c5-75ad-49f5-9b25-529e7fb2a2b2,34.0,24205.0,32.4995,24219.0,OK,2026-05-28 16:21:39
2026-05-28 16:21:41,4f7fb8c5-75ad-49f5-9b25-529e7fb2a2b2,32.4,24205.0,30.8644,24208.0,OK,2026-05-28 16:21:41
2026-05-28 16:21:45,4f7fb8c5-75ad-49f5-9b25-529e7fb2a2b2,31.2,24205.0,29.7005,24189.0,OK,2026-05-28 16:21:45
2026-05-28 16:21:47,4f7fb8c5-75ad-49f5-9b25-529e7fb2a2b2,31.5,24205.0,30.1132,24177.0,OK,2026-05-28 16:21:47
2026-05-28 16:21:49,4f7fb8c5-75ad-49f5-9b25-529e7fb2a2b2,30.0,24205.0,28.681,24167.0,OK,2026-05-28 16:21:49
2026-05-28 16:21:53,4f7fb8c5-75ad-49f5-9b25-529e7fb2a2b2,30.3,24205.0,29.1836,24152.0,OK,2026-05-28 16:21:53
2026-05-28 16:21:55,4f7fb8c5-75ad-49f5-9b25-529e7fb2a2b2,31.8,24205.0,30.8179,24144.0,OK,2026-05-28 16:21:55
2026-05-28 16:21:57,4f7fb8c5-75ad-49f5-9b25-529e7fb2a2b2,30.5,24205.0,29.6973,24136.0,OK,2026-05-28 16:21:57
2026-05-28 16:21:59,4f7fb8c5-75ad-49f5-9b25-529e7fb2a2b2,29.7,24205.0,29.1102,24131.0,OK,2026-05-28 16:21:59
2026-05-28 16:22:03,4f7fb8c5-75ad-49f5-9b25-529e7fb2a2b2,29.2,24205.0,28.9314,24126.0,OK,2026-05-28 16:22:03
2026-05-28 16:22:05,4f7fb8c5-75ad-49f5-9b25-529e7fb2a2b2,28.2,24205.0,28.1795,24125.0,OK,2026-05-28 16:22:05
2026-05-28 16:22:07,4f7fb8c5-75ad-49f5-9b25-529e7fb2a2b2,30.1,24205.0,30.213,24125.0,OK,2026-05-28 16:22:07
2026-05-28 16:22:09,4f7fb8c5-75ad-49f5-9b25-529e7fb2a2b2,27.5,2619.0,27.9139,2542.0,OK,2026-05-28 16:22:09
2026-05-28 16:22:11,4f7fb8c5-75ad-49f5-9b25-529e7fb2a2b2,26.8,24205.0,27.3649,24131.0,OK,2026-05-28 16:22:11
2026-05-28 16:22:14,4f7fb8c5-75ad-49f5-9b25-529e7fb2a2b2,27.1,24205.0,27.9877,24140.0,OK,2026-05-28 16:22:14
2026-05-28 16:22:17,4f7fb8c5-75ad-49f5-9b25-529e7fb2a2b2,29.7,24205.0,30.7306,24149.0,OK,2026-05-28 16:22:17
2026-05-28 16:22:19,4f7fb8c5-75ad-49f5-9b25-529e7fb2a2b2,26.7,1546.0,27.8759,1498.0,OK,2026-05-28 16:22:19
2026-05-28 16:22:21,4f7fb8c5-75ad-49f5-9b25-529e7fb2a2b2,26.6,24205.0,27.9493,24166.0,OK,2026-05-28 16:22:21
2026-05-28 16:22:23,4f7fb8c5-75ad-49f5-9b25-529e7fb2a2b2,26.1,24205.0,27.465,24176.0,OK,2026-05-28 16:22:23
2026-05-28 16:22:26,4f7fb8c5-75ad-49f5-9b25-529e7fb2a2b2,26.8,24205.0,28.3143,24193.0,OK,2026-05-28 16:22:26
2026-05-28 16:22:29,4f7fb8c5-75ad-49f5-9b25-529e7fb2a2b2,26.5,24205.0,27.981,24204.0,OK,2026-05-28 16:22:29
2026-05-28 16:22:31,4f7fb8c5-75ad-49f5-9b25-529e7fb2a2b2,27.9,24205.0,29.3716,24217.0,OK,2026-05-28 16:22:31
2026-05-28 16:22:34,4f7fb8c5-75ad-49f5-9b25-529e7fb2a2b2,28.2,24205.0,29.5694,24235.0,OK,2026-05-28 16:22:34
2026-05-28 16:22:36,4f7fb8c5-75ad-49f5-9b25-529e7fb2a2b2,26.6,24205.0,27.8634,24245.0,OK,2026-05-28 16:22:36
2026-05-28 16:22:39,4f7fb8c5-75ad-49f5-9b25-529e7fb2a2b2,31.6,2179.0,32.8207,2228.0,OK,2026-05-28 16:22:39
2026-05-28 16:22:41,4f7fb8c5-75ad-49f5-9b25-529e7fb2a2b2,27.6,22042.0,28.6186,22099.0,OK,2026-05-28 16:22:41
2026-05-28 16:22:43,4f7fb8c5-75ad-49f5-9b25-529e7fb2a2b2,27.4,11671.0,28.2823,11736.0,OK,2026-05-28 16:22:43
2026-05-28 16:22:45,4f7fb8c5-75ad-49f5-9b25-529e7fb2a2b2,27.0,24205.0,27.7097,24276.0,OK,2026-05-28 16:22:45
2026-05-28 16:22:48,4f7fb8c5-75ad-49f5-9b25-529e7fb2a2b2,27.7,24205.0,28.0319,24282.0,OK,2026-05-28 16:22:48
2026-05-28 16:22:50,4f7fb8c5-75ad-49f5-9b25-529e7fb2a2b2,29.6,24205.0,29.7657,24284.0,OK,2026-05-28 16:22:50
2026-05-28 16:22:52,4f7fb8c5-75ad-49f5-9b25-529e7fb2a2b2,28.9,24205.0,28.8338,24285.0,OK,2026-05-28 16:22:52
2026-05-28 16:22:55,4f7fb8c5-75ad-49f5-9b25-529e7fb2a2b2,29.4,24205.0,29.1237,24284.0,OK,2026-05-28 16:22:55
2026-05-28 16:22:59,4f7fb8c5-75ad-49f5-9b25-529e7fb2a2b2,28.6,24205.0,27.9791,24278.0,OK,2026-05-28 16:22:59
2026-05-28 16:23:01,4f7fb8c5-75ad-49f5-9b25-529e7fb2a2b2,29.4,24205.0,28.5958,24272.0,OK,2026-05-28 16:23:01
2026-05-28 16:23:04,4f7fb8c5-75ad-49f5-9b25-529e7fb2a2b2,30.1,24205.0,29.0097,24260.0,OK,2026-05-28 16:23:04
2026-05-28 16:23:06,4f7fb8c5-75ad-49f5-9b25-529e7fb2a2b2,29.6,24205.0,28.4022,24252.0,OK,2026-05-28 16:23:06
2026-05-28 16:23:09,4f7fb8c5-75ad-49f5-9b25-529e7fb2a2b2,30.4,24205.0,29.0966,24240.0,OK,2026-05-28 16:23:09
2026-05-28 16:23:13,4f7fb8c5-75ad-49f5-9b25-529e7fb2a2b2,35.8,2953.0,34.2881,2970.0,OK,2026-05-28 16:23:13
2026-05-28 16:23:15,4f7fb8c5-75ad-49f5-9b25-529e7fb2a2b2,29.5,24205.0,27.9917,24209.0,OK,2026-05-28 16:23:15
2026-05-28 16:23:18,4f7fb8c5-75ad-49f5-9b25-529e7fb2a2b2,29.7,24205.0,28.2376,24191.0,OK,2026-05-28 16:23:18
2026-05-28 16:23:21,4f7fb8c5-75ad-49f5-9b25-529e7fb2a2b2,29.1,24205.0,27.6695,24178.0,OK,2026-05-28 16:23:21
2026-05-28 16:23:25,4f7fb8c5-75ad-49f5-9b25-529e7fb2a2b2,29.0,1054.0,27.7005,1010.0,OK,2026-05-28 16:23:25
2026-05-28 16:23:28,4f7fb8c5-75ad-49f5-9b25-529e7fb2a2b2,29.4,24205.0,28.393,24145.0,OK,2026-05-28 16:23:28
2026-05-28 16:23:31,4f7fb8c5-75ad-49f5-9b25-529e7fb2a2b2,34.9,24205.0,34.1009,24137.0,OK,2026-05-28 16:23:31
2026-05-28 16:23:34,4f7fb8c5-75ad-49f5-9b25-529e7fb2a2b2,30.5,1265.0,29.9799,1189.0,OK,2026-05-28 16:23:34
2026-05-28 16:23:37,4f7fb8c5-75ad-49f5-9b25-529e7fb2a2b2,28.9,24205.0,28.685,24126.0,OK,2026-05-28 16:23:37
2026-05-28 16:23:40,4f7fb8c5-75ad-49f5-9b25-529e7fb2a2b2,28.2,24205.0,28.2971,24125.0,OK,2026-05-28 16:23:40
2026-05-28 16:23:43,4f7fb8c5-75ad-49f5-9b25-529e7fb2a2b2,27.3,24205.0,27.6355,24127.0,OK,2026-05-28 16:23:43
2026-05-28 16:23:45,4f7fb8c5-75ad-49f5-9b25-529e7fb2a2b2,27.3,24205.0,27.8058,24131.0,OK,2026-05-28 16:23:45
2026-05-28 16:23:49,4f7fb8c5-75ad-49f5-9b25-529e7fb2a2b2,27.2,24205.0,28.0886,24139.0,OK,2026-05-28 16:23:49
2026-05-28 16:23:51,4f7fb8c5-75ad-49f5-9b25-529e7fb2a2b2,27.2,24205.0,28.2306,24148.0,OK,2026-05-28 16:23:51
2026-05-28 16:23:53,4f7fb8c5-75ad-49f5-9b25-529e7fb2a2b2,27.0,24205.0,28.1893,24156.0,OK,2026-05-28 16:23:53
2026-05-28 16:23:56,4f7fb8c5-75ad-49f5-9b25-529e7fb2a2b2,26.6,24205.0,27.9164,24170.0,OK,2026-05-28 16:23:56
2026-05-28 16:23:58,4f7fb8c5-75ad-49f5-9b25-529e7fb2a2b2,35.5,2548.0,36.8885,2525.0,OK,2026-05-28 16:23:58
2026-05-28 16:24:01,4f7fb8c5-75ad-49f5-9b25-529e7fb2a2b2,27.4,2126.0,28.9093,2116.0,OK,2026-05-28 16:24:01
2026-05-28 16:24:03,4f7fb8c5-75ad-49f5-9b25-529e7fb2a2b2,32.3,24205.0,33.767,24206.0,OK,2026-05-28 16:24:03
2026-05-28 16:24:06,4f7fb8c5-75ad-49f5-9b25-529e7fb2a2b2,26.3,24205.0,27.81,24222.0,OK,2026-05-28 16:24:06
2026-05-28 16:24:08,4f7fb8c5-75ad-49f5-9b25-529e7fb2a2b2,26.7,24205.0,28.1034,24234.0,OK,2026-05-28 16:24:08
2026-05-28 16:24:11,4f7fb8c5-75ad-49f5-9b25-529e7fb2a2b2,26.2,24205.0,27.5023,24244.0,OK,2026-05-28 16:24:11
2026-05-28 16:24:13,4f7fb8c5-75ad-49f5-9b25-529e7fb2a2b2,27.9,24205.0,29.0479,24255.0,OK,2026-05-28 16:24:13
2026-05-28 16:24:16,4f7fb8c5-75ad-49f5-9b25-529e7fb2a2b2,26.7,24205.0,27.6977,24267.0,OK,2026-05-28 16:24:16
2026-05-28 16:24:18,4f7fb8c5-75ad-49f5-9b25-529e7fb2a2b2,26.9,24205.0,27.719,24274.0,OK,2026-05-28 16:24:18
2026-05-28 16:24:20,4f7fb8c5-75ad-49f5-9b25-529e7fb2a2b2,27.5,24205.0,28.0558,24279.0,OK,2026-05-28 16:24:20
2026-05-28 16:24:23,4f7fb8c5-75ad-49f5-9b25-529e7fb2a2b2,27.8,24205.0,28.1111,24283.0,OK,2026-05-28 16:24:23
2026-05-28 16:24:26,4f7fb8c5-75ad-49f5-9b25-529e7fb2a2b2,28.2,24205.0,28.2771,24285.0,OK,2026-05-28 16:24:26
2026-05-28 16:24:28,4f7fb8c5-75ad-49f5-9b25-529e7fb2a2b2,27.8,24205.0,27.5609,24284.0,OK,2026-05-28 16:24:28
2026-05-28 16:24:31,4f7fb8c5-75ad-49f5-9b25-529e7fb2a2b2,29.3,24205.0,28.9016,24282.0,OK,2026-05-28 16:24:31
2026-05-28 16:24:33,4f7fb8c5-75ad-49f5-9b25-529e7fb2a2b2,29.0,24205.0,28.3245,24278.0,OK,2026-05-28 16:24:33
2026-05-28 16:24:36,4f7fb8c5-75ad-49f5-9b25-529e7fb2a2b2,29.2,24205.0,28.2685,24270.0,OK,2026-05-28 16:24:36
2026-05-28 16:27:09,4f7fb8c5-75ad-49f5-9b25-529e7fb2a2b2,27.3,0.0,28.768,-11.0,OK,2026-05-28 16:27:09
2026-05-28 16:27:12,4f7fb8c5-75ad-49f5-9b25-529e7fb2a2b2,27.2,24205.0,28.6891,24210.0,OK,2026-05-28 16:27:12
2026-05-28 16:27:14,4f7fb8c5-75ad-49f5-9b25-529e7fb2a2b2,27.4,24205.0,28.8346,24221.0,OK,2026-05-28 16:27:14
2026-05-28 16:27:16,4f7fb8c5-75ad-49f5-9b25-529e7fb2a2b2,27.2,24205.0,28.6442,24231.0,OK,2026-05-28 16:27:16
2026-05-28 16:27:19,4f7fb8c5-75ad-49f5-9b25-529e7fb2a2b2,26.6,24205.0,27.9663,24243.0,OK,2026-05-28 16:27:19
2026-05-28 16:27:21,4f7fb8c5-75ad-49f5-9b25-529e7fb2a2b2,27.0,24205.0,28.1834,24252.0,OK,2026-05-28 16:27:21
2026-05-28 16:27:24,4f7fb8c5-75ad-49f5-9b25-529e7fb2a2b2,27.2,24205.0,28.1408,24266.0,OK,2026-05-28 16:27:24
2026-05-28 16:27:26,4f7fb8c5-75ad-49f5-9b25-529e7fb2a2b2,28.1,24205.0,28.911,24272.0,OK,2026-05-28 16:27:26
2026-05-28 16:27:29,4f7fb8c5-75ad-49f5-9b25-529e7fb2a2b2,27.4,24205.0,27.9558,24279.0,OK,2026-05-28 16:27:29
2026-05-28 16:27:32,4f7fb8c5-75ad-49f5-9b25-529e7fb2a2b2,27.5,24205.0,27.7785,24284.0,OK,2026-05-28 16:27:32
2026-05-28 16:27:35,4f7fb8c5-75ad-49f5-9b25-529e7fb2a2b2,28.4,24205.0,28.3964,24285.0,OK,2026-05-28 16:27:35
2026-05-28 16:27:38,4f7fb8c5-75ad-49f5-9b25-529e7fb2a2b2,28.5,24205.0,28.2279,24283.0,OK,2026-05-28 16:27:38
2026-05-28 16:27:40,4f7fb8c5-75ad-49f5-9b25-529e7fb2a2b2,28.7,24205.0,28.1614,24280.0,OK,2026-05-28 16:27:40
2026-05-28 16:27:42,4f7fb8c5-75ad-49f5-9b25-529e7fb2a2b2,30.4,24205.0,29.7287,24275.0,OK,2026-05-28 16:27:42
2026-05-28 16:27:44,4f7fb8c5-75ad-49f5-9b25-529e7fb2a2b2,30.8,24205.0,29.8889,24270.0,OK,2026-05-28 16:27:44
2026-05-28 16:27:47,4f7fb8c5-75ad-49f5-9b25-529e7fb2a2b2,29.7,24205.0,28.6345,24261.0,OK,2026-05-28 16:27:47
2026-05-28 16:27:49,4f7fb8c5-75ad-49f5-9b25-529e7fb2a2b2,32.9,24205.0,31.6836,24253.0,OK,2026-05-28 16:27:49
2026-05-28 16:27:52,4f7fb8c5-75ad-49f5-9b25-529e7fb2a2b2,33.1,1951.0,31.7533,1983.0,OK,2026-05-28 16:27:52
2026-05-28 16:27:54,4f7fb8c5-75ad-49f5-9b25-529e7fb2a2b2,34.0,2039.0,32.5299,2061.0,OK,2026-05-28 16:27:54
2026-05-28 16:27:56,4f7fb8c5-75ad-49f5-9b25-529e7fb2a2b2,30.3,24205.0,28.7874,24216.0,OK,2026-05-28 16:27:56
2026-05-28 16:27:59,4f7fb8c5-75ad-49f5-9b25-529e7fb2a2b2,29.7,24205.0,28.2453,24203.0,OK,2026-05-28 16:27:59
2026-05-28 16:28:02,4f7fb8c5-75ad-49f5-9b25-529e7fb2a2b2,29.8,24205.0,28.3972,24185.0,OK,2026-05-28 16:28:02
2026-05-28 16:28:06,4f7fb8c5-75ad-49f5-9b25-529e7fb2a2b2,29.1,24205.0,27.8206,24165.0,OK,2026-05-28 16:28:06
2026-05-28 16:28:09,4f7fb8c5-75ad-49f5-9b25-529e7fb2a2b2,29.8,24205.0,28.6357,24154.0,OK,2026-05-28 16:28:09
2026-05-28 16:28:12,4f7fb8c5-75ad-49f5-9b25-529e7fb2a2b2,31.0,24205.0,30.0946,24141.0,OK,2026-05-28 16:28:12
2026-05-28 16:28:15,4f7fb8c5-75ad-49f5-9b25-529e7fb2a2b2,28.9,24205.0,28.2369,24134.0,OK,2026-05-28 16:28:15
2026-05-28 16:28:17,4f7fb8c5-75ad-49f5-9b25-529e7fb2a2b2,28.9,24205.0,28.4057,24130.0,OK,2026-05-28 16:28:17
2026-05-28 16:28:19,4f7fb8c5-75ad-49f5-9b25-529e7fb2a2b2,28.9,24205.0,28.6045,24127.0,OK,2026-05-28 16:28:19
2026-05-28 16:28:21,4f7fb8c5-75ad-49f5-9b25-529e7fb2a2b2,29.4,24205.0,29.3159,24125.0,OK,2026-05-28 16:28:21
2026-05-28 16:28:24,4f7fb8c5-75ad-49f5-9b25-529e7fb2a2b2,29.6,24205.0,29.8039,24126.0,OK,2026-05-28 16:28:24
2026-05-28 16:28:27,4f7fb8c5-75ad-49f5-9b25-529e7fb2a2b2,28.8,24205.0,29.2806,24129.0,OK,2026-05-28 16:28:27
2026-05-28 16:28:29,4f7fb8c5-75ad-49f5-9b25-529e7fb2a2b2,28.3,24205.0,29.0029,24133.0,OK,2026-05-28 16:28:29
2026-05-28 16:28:32,4f7fb8c5-75ad-49f5-9b25-529e7fb2a2b2,28.1,24205.0,29.0195,24143.0,OK,2026-05-28 16:28:32
2026-05-28 16:28:35,4f7fb8c5-75ad-49f5-9b25-529e7fb2a2b2,35.3,24205.0,36.4333,24152.0,OK,2026-05-28 16:28:35
2026-05-28 16:28:38,4f7fb8c5-75ad-49f5-9b25-529e7fb2a2b2,26.6,24205.0,27.9063,24164.0,OK,2026-05-28 16:28:38
2026-05-28 16:28:40,4f7fb8c5-75ad-49f5-9b25-529e7fb2a2b2,26.7,24205.0,28.0791,24177.0,OK,2026-05-28 16:28:40
2026-05-28 16:28:43,4f7fb8c5-75ad-49f5-9b25-529e7fb2a2b2,28.1,24205.0,29.5762,24190.0,OK,2026-05-28 16:28:43
2026-05-28 16:28:45,4f7fb8c5-75ad-49f5-9b25-529e7fb2a2b2,31.2,24205.0,32.7224,24201.0,OK,2026-05-28 16:28:45
2026-05-28 16:28:47,4f7fb8c5-75ad-49f5-9b25-529e7fb2a2b2,27.4,9017.0,28.9247,9026.0,OK,2026-05-28 16:28:47
2026-05-28 16:28:50,4f7fb8c5-75ad-49f5-9b25-529e7fb2a2b2,27.4,24205.0,28.814,24229.0,OK,2026-05-28 16:28:50
2026-05-28 16:28:53,4f7fb8c5-75ad-49f5-9b25-529e7fb2a2b2,27.9,24205.0,29.2402,24242.0,OK,2026-05-28 16:28:53
2026-05-28 16:28:57,4f7fb8c5-75ad-49f5-9b25-529e7fb2a2b2,27.7,24205.0,28.8366,24259.0,OK,2026-05-28 16:28:57
2026-05-28 16:29:00,4f7fb8c5-75ad-49f5-9b25-529e7fb2a2b2,27.9,24205.0,28.7523,24271.0,OK,2026-05-28 16:29:00
2026-05-28 16:29:03,4f7fb8c5-75ad-49f5-9b25-529e7fb2a2b2,27.6,24205.0,28.2642,24278.0,OK,2026-05-28 16:29:03
2026-05-28 16:29:05,4f7fb8c5-75ad-49f5-9b25-529e7fb2a2b2,28.3,24205.0,28.7173,24282.0,OK,2026-05-28 16:29:05
2026-05-28 16:29:07,4f7fb8c5-75ad-49f5-9b25-529e7fb2a2b2,30.2,24205.0,30.3932,24284.0,OK,2026-05-28 16:29:07
2026-05-28 16:29:10,4f7fb8c5-75ad-49f5-9b25-529e7fb2a2b2,30.9,24205.0,30.7697,24285.0,OK,2026-05-28 16:29:10
2026-05-28 16:29:12,4f7fb8c5-75ad-49f5-9b25-529e7fb2a2b2,28.5,24205.0,28.1857,24283.0,OK,2026-05-28 16:29:12
2026-05-28 16:29:15,4f7fb8c5-75ad-49f5-9b25-529e7fb2a2b2,30.1,24205.0,29.5067,24279.0,OK,2026-05-28 16:29:15
2026-05-28 16:29:17,4f7fb8c5-75ad-49f5-9b25-529e7fb2a2b2,29.7,24205.0,28.9755,24274.0,OK,2026-05-28 16:29:17
2026-05-28 16:29:20,4f7fb8c5-75ad-49f5-9b25-529e7fb2a2b2,30.3,24205.0,29.2901,24264.0,OK,2026-05-28 16:29:20
2026-05-28 16:29:23,4f7fb8c5-75ad-49f5-9b25-529e7fb2a2b2,30.5,24205.0,29.3676,24254.0,OK,2026-05-28 16:29:23
2026-05-28 16:29:25,4f7fb8c5-75ad-49f5-9b25-529e7fb2a2b2,30.1,24205.0,28.8256,24246.0,OK,2026-05-28 16:29:25
2026-05-28 16:29:27,4f7fb8c5-75ad-49f5-9b25-529e7fb2a2b2,29.5,24205.0,28.1198,24236.0,OK,2026-05-28 16:29:27
2026-05-28 16:29:30,4f7fb8c5-75ad-49f5-9b25-529e7fb2a2b2,30.0,24205.0,28.5389,24218.0,OK,2026-05-28 16:29:30
2026-05-28 16:29:33,4f7fb8c5-75ad-49f5-9b25-529e7fb2a2b2,36.2,24205.0,34.746,24204.0,OK,2026-05-28 16:29:33
2026-05-28 16:29:37,4f7fb8c5-75ad-49f5-9b25-529e7fb2a2b2,30.7,24205.0,29.2204,24183.0,OK,2026-05-28 16:29:37
